suite,family,graph_family,hidden_failure,stress_level,scenario,selector,N,seed,selected_score,selected_real_utility,selected_true_target_error,selected_edge_violation,selected_hidden_energy,selected_action_norm,selected_calibration_gap,mean_candidate_score,mean_candidate_real_utility,oracle_real_utility,oracle_regret,oracle_gap_closed_vs_random,gate_decision,gate_blocked_raw,gate_repair_gain,gate_raw_risk
primary,controlled_graph_physics,ring_chord,omitted_edges,medium,aligned,adaptive_gate,1,0,-0.0830400425262009,-0.08923161283106815,0.08305310783742863,0.004771905907720109,0.0,0.13656797768703743,-0.0037119222205375807,-0.0830400425262009,-0.08923161283106815,-0.08923161283106815,0.0,1.0,allow_raw,False,0.0,0.045742299213831335
primary,controlled_graph_physics,ring_chord,omitted_edges,medium,aligned,adaptive_gate,2,0,-0.0830400425262009,-0.08923161283106815,0.08305310783742863,0.004771905907720109,0.0,0.13656797768703743,-0.0037119222205375807,-0.10760836134110961,-0.11319426869221062,-0.08923161283106815,0.0,1.0,allow_raw,False,0.0,0.045742299213831335
primary,controlled_graph_physics,ring_chord,omitted_edges,medium,aligned,adaptive_gate,4,0,-0.0830400425262009,-0.08923161283106815,0.08305310783742863,0.004771905907720109,0.0,0.13656797768703743,-0.0037119222205375807,-0.11470807495866746,-0.12018481125505126,-0.08923161283106815,0.0,1.0,allow_raw,False,0.0,0.045742299213831335
primary,controlled_graph_physics,ring_chord,omitted_edges,medium,aligned,adaptive_gate,8,0,-0.0830400425262009,-0.08923161283106815,0.08305310783742863,0.004771905907720109,0.0,0.13656797768703743,-0.0037119222205375807,-0.11493606804715548,-0.12122229434201766,-0.08923161283106815,0.0,1.0,allow_raw,False,0.0,0.045742299213831335
primary,controlled_graph_physics,ring_chord,omitted_edges,medium,aligned,adaptive_gate,16,0,-0.0830400425262009,-0.08923161283106815,0.08305310783742863,0.004771905907720109,0.0,0.13656797768703743,-0.0037119222205375807,-0.11069722865811571,-0.11760363166261407,-0.08923161283106815,0.0,1.0,allow_raw,False,0.0,0.045742299213831335
primary,controlled_graph_physics,ring_chord,omitted_edges,medium,aligned,adaptive_gate,32,0,-0.0830400425262009,-0.08923161283106815,0.08305310783742863,0.004771905907720109,0.0,0.13656797768703743,-0.0037119222205375807,-0.11029838839777437,-0.11733832029291041,-0.08923161283106815,0.0,1.0,allow_raw,False,0.0,0.045742299213831335
primary,controlled_graph_physics,ring_chord,omitted_edges,medium,aligned,adaptive_gate,64,0,-0.07708019321496214,-0.08612293649272855,0.07969860155258954,0.004719480111824874,0.0,0.14291032308413207,-0.0013049597583575795,-0.11042724898341919,-0.11766866241972745,-0.08612293649272855,0.0,1.0,allow_raw,False,0.0,0.047592577037064494
primary,controlled_graph_physics,ring_chord,topology_aliasing,medium,edge_shortcut,adaptive_gate,1,0,-0.32042525350051615,-0.4721476056951069,0.2938510634031654,0.8522483844050466,0.07247301281245307,0.4842090533660543,-0.05403288999736322,-0.32042525350051615,-0.4721476056951069,-0.4721476056951069,0.0,1.0,allow_raw,False,0.0,0.9975111004148629
primary,controlled_graph_physics,ring_chord,topology_aliasing,medium,edge_shortcut,adaptive_gate,2,0,-0.18584112051181056,-0.22637077562758856,0.21485069606294546,0.01962277598217737,0.0034445730289007787,0.1774735334479512,-0.0026975376288874697,-0.2531331870061634,-0.3492591906613477,-0.22637077562758856,0.0,1.0,allow_raw,False,0.0,0.07286483601656273
primary,controlled_graph_physics,ring_chord,topology_aliasing,medium,edge_shortcut,adaptive_gate,4,0,-0.10088593150945936,-0.17182595376973847,0.14351139361058718,0.09509992108300096,0.00863761996069086,0.25234878645808506,0.0027786841693484554,-0.23642025657476262,-0.3384001127679982,-0.17182595376973847,0.0,1.0,allow_raw,False,0.0,0.1717770964796984
primary,controlled_graph_physics,ring_chord,topology_aliasing,medium,edge_shortcut,adaptive_gate,8,0,-0.17219338392260367,-0.17182595376973847,0.14351139361058718,0.09509992108300096,0.00863761996069086,0.25234878645808506,0.0027786841693484554,-0.20841261319782287,-0.3040119085909737,-0.17182595376973847,0.0,1.0,block_raw_use_repair,True,0.004444117026805361,0.29343571227372955
primary,controlled_graph_physics,ring_chord,topology_aliasing,medium,edge_shortcut,adaptive_gate,16,0,-0.1702812997142361,-0.17580037435002027,0.15345227356303764,0.07062401579094418,0.006762339262879023,0.20758968961950444,0.00610963655317473,-0.18872059795387475,-0.27729468956494285,-0.17182595376973847,0.003974420580281801,0.9623165997931444,block_raw_use_repair,True,0.0004696964465235598,0.29343571227372955
primary,controlled_graph_physics,ring_chord,topology_aliasing,medium,edge_shortcut,adaptive_gate,32,0,-0.08693486781168133,-0.15894208178921876,0.13448852633353167,0.07469632768967965,0.007323514048479185,0.22891658980715468,0.010562835368348261,-0.19357521770316405,-0.2847343208353281,-0.15894208178921876,0.0,1.0,allow_raw,False,0.0,0.14706829701074797
primary,controlled_graph_physics,ring_chord,topology_aliasing,medium,edge_shortcut,adaptive_gate,64,0,-0.06476052736805128,-0.14539187104779966,0.10654572536122893,0.13578247286928438,0.017544685569223024,0.27113991605770354,0.0011834222741470557,-0.19598843208173905,-0.28678969208480304,-0.14539187104779966,0.0,1.0,allow_raw,False,-0.0135502107414191,0.21753864548254692
primary,controlled_graph_physics,ring_chord,shifted_rest_lengths,medium,hidden_constraint,adaptive_gate,1,0,-0.14490329401270086,-0.2761318841676238,0.19529422640286923,0.34209988348736636,0.03400321850532221,0.35420527287673087,0.008523150975523724,-0.14490329401270086,-0.2761318841676238,-0.2761318841676238,0.0,1.0,allow_raw,False,0.0,0.45134456819181895
primary,controlled_graph_physics,ring_chord,shifted_rest_lengths,medium,hidden_constraint,adaptive_gate,2,0,-0.12596254262324616,-0.2210739997671414,0.19093710894316318,0.09360001590004201,0.008998968112238675,0.2536495896894929,0.023226083680464665,-0.1354329183179735,-0.24860294196738258,-0.2210739997671414,0.0,1.0,allow_raw,False,0.0,0.17782402209505252
primary,controlled_graph_physics,ring_chord,shifted_rest_lengths,medium,hidden_constraint,adaptive_gate,4,0,-0.12020216381066842,-0.23954058122652666,0.18297850024296872,0.21770262113822025,0.023349367929432943,0.29822882091213115,0.02178506816236586,-0.15239733072791603,-0.2758184191180934,-0.2210739997671414,0.018466581459385262,0.6626764576494841,allow_raw,False,0.018466581459385262,0.31479604126868765
primary,controlled_graph_physics,ring_chord,shifted_rest_lengths,medium,hidden_constraint,adaptive_gate,8,0,-0.20159436807519737,-0.2210739997671414,0.19093710894316318,0.09360001590004201,0.008998968112238675,0.2536495896894929,0.023226083680464665,-0.19204272677536743,-0.32436291239347836,-0.2210739997671414,0.0,1.0,block_raw_use_repair,True,0.018466581459385262,0.31479604126868765
primary,controlled_graph_physics,ring_chord,shifted_rest_lengths,medium,hidden_constraint,adaptive_gate,16,0,-0.0999849676108131,-0.20580909961761965,0.17706035750313265,0.08135675283509046,0.0094946736602663,0.22206425727943058,0.03988270997546614,-0.19094574318877988,-0.3241911410356114,-0.20580909961761965,0.0,1.0,allow_raw,False,-0.026235575648354242,0.16193497851033278
primary,controlled_graph_physics,ring_chord,shifted_rest_lengths,medium,hidden_constraint,adaptive_gate,32,0,-0.0999849676108131,-0.20580909961761965,0.17706035750313265,0.08135675283509046,0.0094946736602663,0.22206425727943058,0.03988270997546614,-0.21213268433145688,-0.3550913687028596,-0.20580909961761965,0.0,1.0,allow_raw,False,-0.026235575648354242,0.16193497851033278
primary,controlled_graph_physics,ring_chord,shifted_rest_lengths,medium,hidden_constraint,adaptive_gate,64,0,-0.0741542575488196,-0.19831892830601383,0.1473827676723932,0.2043394244539069,0.013728742469461123,0.2838399157082528,0.033800220197841,-0.20964458754251353,-0.3539747229841348,-0.19383882892591214,0.0044800993801016875,0.9720231406802975,allow_raw,False,-0.03372574695996006,0.30132147623562705
primary,controlled_graph_physics,ring_chord,long_horizon_drift,medium,long_horizon,adaptive_gate,1,0,-0.2519448966586808,-0.311498757583351,0.297973399695746,0.011778396214902783,0.011092123780757237,0.12404820965078643,0.022646099637703088,-0.2519448966586808,-0.311498757583351,-0.311498757583351,0.0,1.0,allow_raw,False,0.0,0.0569189939833348
primary,controlled_graph_physics,ring_chord,long_horizon_drift,medium,long_horizon,adaptive_gate,2,0,-0.2519448966586808,-0.311498757583351,0.297973399695746,0.011778396214902783,0.011092123780757237,0.12404820965078643,0.022646099637703088,-0.26201780347214854,-0.3228257079868899,-0.311498757583351,0.0,1.0,allow_raw,False,0.0,0.0569189939833348
primary,controlled_graph_physics,ring_chord,long_horizon_drift,medium,long_horizon,adaptive_gate,4,0,-0.20873505887009325,-0.28223997473013235,0.2668283716171704,0.014723817492165262,0.006936445265227495,0.21363522556747058,0.0186876271961752,-0.24725358294752675,-0.3077320621981331,-0.28223997473013235,0.0,1.0,allow_raw,False,0.0,0.08535505468106776
