family,scenario,selector,N,seed,selected_score,selected_real_utility,selected_true_target_error,selected_edge_violation,selected_hidden_energy,selected_action_norm,mean_candidate_score,mean_candidate_real_utility,oracle_real_utility,oracle_regret
controlled_graph_physics,aligned,raw,1,0,-0.11247996184356365,-0.11861278327230873,0.11163463408596606,0.005428614837592656,0.0,0.13576824027395193,-0.11247996184356365,-0.11861278327230873,-0.11861278327230873,0.0
controlled_graph_physics,aligned,graph_energy_calibrated,1,0,-0.1214398197922983,-0.11861278327230873,0.11163463408596606,0.005428614837592656,0.0,0.13576824027395193,-0.11247996184356365,-0.11861278327230873,-0.11861278327230873,0.0
controlled_graph_physics,aligned,constraint_probe,1,0,-0.12401983931217649,-0.11861278327230873,0.11163463408596606,0.005428614837592656,0.0,0.13576824027395193,-0.11247996184356365,-0.11861278327230873,-0.11861278327230873,0.0
controlled_graph_physics,aligned,combined_repair,1,0,-0.1308350243147231,-0.11861278327230873,0.11163463408596606,0.005428614837592656,0.0,0.13576824027395193,-0.11247996184356365,-0.11861278327230873,-0.11861278327230873,0.0
controlled_graph_physics,aligned,random,1,0,-0.11247996184356365,-0.11861278327230873,0.11163463408596606,0.005428614837592656,0.0,0.13576824027395193,-0.11247996184356365,-0.11861278327230873,-0.11861278327230873,0.0
controlled_graph_physics,aligned,oracle,1,0,-0.11861278327230873,-0.11861278327230873,0.11163463408596606,0.005428614837592656,0.0,0.13576824027395193,-0.11247996184356365,-0.11861278327230873,-0.11861278327230873,0.0
controlled_graph_physics,aligned,raw,2,0,-0.07404254457902819,-0.08757262178074995,0.08003625712951873,0.005713761884829008,0.0,0.14715917221463534,-0.08998374663125552,-0.10161865181845309,-0.08757262178074995,0.0
controlled_graph_physics,aligned,graph_energy_calibrated,2,0,-0.08368600794369156,-0.08757262178074995,0.08003625712951873,0.005713761884829008,0.0,0.14715917221463534,-0.08998374663125552,-0.10161865181845309,-0.08757262178074995,0.0
controlled_graph_physics,aligned,constraint_probe,2,0,-0.08651655321652091,-0.08757262178074995,0.08003625712951873,0.005713761884829008,0.0,0.14715917221463534,-0.08998374663125552,-0.10161865181845309,-0.08757262178074995,0.0
controlled_graph_physics,aligned,combined_repair,2,0,-0.09401736984665808,-0.08757262178074995,0.08003625712951873,0.005713761884829008,0.0,0.14715917221463534,-0.08998374663125552,-0.10161865181845309,-0.08757262178074995,0.0
controlled_graph_physics,aligned,random,2,0,-0.07404254457902819,-0.08757262178074995,0.08003625712951873,0.005713761884829008,0.0,0.14715917221463534,-0.08998374663125552,-0.10161865181845309,-0.08757262178074995,0.0
controlled_graph_physics,aligned,oracle,2,0,-0.08757262178074995,-0.08757262178074995,0.08003625712951873,0.005713761884829008,0.0,0.14715917221463534,-0.08998374663125552,-0.10161865181845309,-0.08757262178074995,0.0
controlled_graph_physics,aligned,raw,4,0,-0.10325662417070056,-0.11390718902611154,0.1060879439902353,0.00719031925267533,0.0,0.14819542123218188,-0.11735814211584907,-0.12738751447016441,-0.11390718902611154,0.0
controlled_graph_physics,aligned,graph_energy_calibrated,4,0,-0.11354252293337978,-0.11390718902611154,0.1060879439902353,0.00719031925267533,0.0,0.14819542123218188,-0.11735814211584907,-0.12738751447016441,-0.11390718902611154,0.0
controlled_graph_physics,aligned,constraint_probe,4,0,-0.11610573545611362,-0.11390718902611154,0.1060879439902353,0.00719031925267533,0.0,0.14819542123218188,-0.11735814211584907,-0.12738751447016441,-0.11390718902611154,0.0
controlled_graph_physics,aligned,combined_repair,4,0,-0.12377239603457901,-0.11390718902611154,0.1060879439902353,0.00719031925267533,0.0,0.14819542123218188,-0.11735814211584907,-0.12738751447016441,-0.11390718902611154,0.0
controlled_graph_physics,aligned,random,4,0,-0.10325662417070056,-0.11390718902611154,0.1060879439902353,0.00719031925267533,0.0,0.14819542123218188,-0.11735814211584907,-0.12738751447016441,-0.11390718902611154,0.0
controlled_graph_physics,aligned,oracle,4,0,-0.11390718902611154,-0.11390718902611154,0.1060879439902353,0.00719031925267533,0.0,0.14819542123218188,-0.11735814211584907,-0.12738751447016441,-0.11390718902611154,0.0
controlled_graph_physics,aligned,raw,8,0,-0.10000602656012118,-0.11311869668114297,0.10499119634201624,0.004875201276500311,0.0,0.1632770696641482,-0.11964676183112805,-0.1284333159823795,-0.1072896122838036,0.005829084397339368
controlled_graph_physics,aligned,graph_energy_calibrated,8,0,-0.10849526387670398,-0.1072896122838036,0.10060553482675712,0.003769417728652208,0.0,0.135132680454714,-0.11964676183112805,-0.1284333159823795,-0.1072896122838036,0.0
controlled_graph_physics,aligned,constraint_probe,8,0,-0.11138996270325081,-0.1072896122838036,0.10060553482675712,0.003769417728652208,0.0,0.135132680454714,-0.11964676183112805,-0.1284333159823795,-0.1072896122838036,0.0
controlled_graph_physics,aligned,combined_repair,8,0,-0.11787916315396091,-0.1072896122838036,0.10060553482675712,0.003769417728652208,0.0,0.135132680454714,-0.11964676183112805,-0.1284333159823795,-0.1072896122838036,0.0
controlled_graph_physics,aligned,random,8,0,-0.11860945412311351,-0.12866671111585448,0.12215793313594962,0.0019314693284623056,0.0,0.1377720641633534,-0.11964676183112805,-0.1284333159823795,-0.1072896122838036,0.021377098832050884
controlled_graph_physics,aligned,oracle,8,0,-0.1072896122838036,-0.1072896122838036,0.10060553482675712,0.003769417728652208,0.0,0.135132680454714,-0.11964676183112805,-0.1284333159823795,-0.1072896122838036,0.0
controlled_graph_physics,aligned,raw,16,0,-0.09345605539576486,-0.1073471064089334,0.09950355586251232,0.003956099712217041,0.0,0.16023499094369673,-0.11161210585859044,-0.12167074282170794,-0.10699245607808622,0.000354650330847181
controlled_graph_physics,aligned,graph_energy_calibrated,16,0,-0.10305024482783652,-0.1073471064089334,0.09950355586251232,0.003956099712217041,0.0,0.16023499094369673,-0.11161210585859044,-0.12167074282170794,-0.10699245607808622,0.000354650330847181
controlled_graph_physics,aligned,constraint_probe,16,0,-0.10658536964087292,-0.1073471064089334,0.09950355586251232,0.003956099712217041,0.0,0.16023499094369673,-0.11161210585859044,-0.12167074282170794,-0.10699245607808622,0.000354650330847181
controlled_graph_physics,aligned,combined_repair,16,0,-0.11419194063227392,-0.1073471064089334,0.09950355586251232,0.003956099712217041,0.0,0.16023499094369673,-0.11161210585859044,-0.12167074282170794,-0.10699245607808622,0.000354650330847181
controlled_graph_physics,aligned,random,16,0,-0.12003038174937186,-0.1318055025794073,0.12382912406090034,0.004976291002180925,0.0,0.15955937684795551,-0.11161210585859044,-0.12167074282170794,-0.10699245607808622,0.024813046501321073
controlled_graph_physics,aligned,oracle,16,0,-0.10699245607808622,-0.10699245607808622,0.10007484747626323,0.003168927126512766,0.0,0.14245733914624312,-0.11161210585859044,-0.12167074282170794,-0.10699245607808622,0.0
controlled_graph_physics,aligned,raw,32,0,-0.0757095715136751,-0.08786768695807193,0.08082627154629277,0.0038781298282311353,0.0,0.14268699198360424,-0.11307096685865928,-0.12283124553234107,-0.08786768695807193,0.0
