graph_family,hidden_failure,stress_level,raw_oracle_regret,adaptive_oracle_regret,combined_repair_oracle_regret,adaptive_regret_reduction,combined_regret_reduction,adaptive_nonworse,raw_positive_regret
clustered,shifted_rest_lengths,severe,0.021029912002578963,0.006129668600478054,0.0072166261019360675,0.014900243402100909,0.013813285900642895,True,True
clustered,topology_aliasing,medium,0.045300174445770065,0.00229224016619467,0.00229224016619467,0.043007934279575395,0.043007934279575395,True,True
clustered,topology_aliasing,mild,0.018064823161413092,0.0014223624854335579,0.0014223624854335579,0.016642460675979534,0.016642460675979534,True,True
clustered,topology_aliasing,severe,0.034979099374906446,0.003169172660219634,0.003169172660219634,0.03180992671468681,0.03180992671468681,True,True
grid,delayed_damping,medium,0.0,0.0,0.0,0.0,0.0,True,False
grid,delayed_damping,mild,0.0,0.0,0.0010668593425280856,0.0,-0.0010668593425280856,True,False
grid,delayed_damping,severe,0.0,0.0,0.0,0.0,0.0,True,False
grid,long_horizon_drift,medium,0.009568001041868696,0.004651149567594652,0.004651149567594652,0.0049168514742740435,0.0049168514742740435,True,True
grid,long_horizon_drift,mild,0.003021774851034928,0.003021774851034928,0.003021774851034928,0.0,0.0,True,True
grid,long_horizon_drift,severe,0.009192303121518232,0.009192303121518232,0.009192303121518232,0.0,0.0,True,True
grid,omitted_edges,medium,0.0013569271289268214,0.0,0.0011138982588299526,0.0013569271289268214,0.00024302887009686885,True,False
grid,omitted_edges,mild,0.008417549460461027,0.0010549822986361534,0.0010549822986361534,0.007362567161824873,0.007362567161824873,True,True
grid,omitted_edges,severe,0.010127306690935159,0.004321877036905855,0.004321877036905855,0.005805429654029304,0.005805429654029304,True,True
grid,shifted_rest_lengths,medium,0.003274966960535905,0.003274966960535905,0.003274966960535905,0.0,0.0,True,True
grid,shifted_rest_lengths,mild,0.00467240047410606,0.00239241504547124,0.00239241504547124,0.0022799854286348203,0.0022799854286348203,True,True
grid,shifted_rest_lengths,severe,0.0025437821561801396,0.0024569679731934885,0.0024569679731934885,8.681418298665117e-05,8.681418298665117e-05,True,True
grid,topology_aliasing,medium,0.014527503827820268,0.006197334835371472,0.009150790577283366,0.008330168992448796,0.005376713250536902,True,True
grid,topology_aliasing,mild,0.006950085929160386,0.0011614026383984788,0.0034952413351455255,0.005788683290761907,0.00345484459401486,True,True
grid,topology_aliasing,severe,0.014154645208290871,0.009338711680725663,0.009338711680725663,0.004815933527565208,0.004815933527565208,True,True
random_geometric,delayed_damping,medium,0.001787597821359968,0.0007725422089141024,0.002012937686307406,0.0010150556124458657,-0.00022533986494743807,True,False
random_geometric,delayed_damping,mild,0.0009429180683986418,0.000238273163404773,0.000238273163404773,0.0007046449049938688,0.0007046449049938688,True,False
random_geometric,delayed_damping,severe,0.004043394932595978,0.00251133536145004,0.00251133536145004,0.0015320595711459384,0.0015320595711459384,True,True
random_geometric,long_horizon_drift,medium,0.005584074725853233,0.005584074725853233,0.005584074725853233,0.0,0.0,True,True
random_geometric,long_horizon_drift,mild,0.00046442073161379743,0.00046442073161379743,0.00046442073161379743,0.0,0.0,True,False
random_geometric,long_horizon_drift,severe,0.0035262540414983945,0.0035262540414983945,0.0035262540414983945,0.0,0.0,True,True
random_geometric,omitted_edges,medium,0.017217052869496055,0.0026503806117883985,0.0026503806117883985,0.014566672257707657,0.014566672257707657,True,True
random_geometric,omitted_edges,mild,0.015503428341777349,0.0004862424761426301,0.0004862424761426301,0.015017185865634719,0.015017185865634719,True,True
random_geometric,omitted_edges,severe,0.02788035870839261,0.008182080622675121,0.008182080622675121,0.01969827808571749,0.01969827808571749,True,True
random_geometric,shifted_rest_lengths,medium,0.010114246567814851,0.001773031667051013,0.001773031667051013,0.008341214900763838,0.008341214900763838,True,True
random_geometric,shifted_rest_lengths,mild,0.006307952615961621,0.0036394388692896976,0.0036394388692896976,0.002668513746671923,0.002668513746671923,True,True
random_geometric,shifted_rest_lengths,severe,0.030096873957158814,4.831773783800508e-05,4.831773783800508e-05,0.03004855621932081,0.03004855621932081,True,True
random_geometric,topology_aliasing,medium,0.010718422282201497,0.0004775344269464972,0.0013671957540657594,0.010240887855255,0.009351226528135737,True,True
random_geometric,topology_aliasing,mild,0.009074982832961632,0.001955343647618124,0.002195341803574783,0.007119639185343508,0.006879641029386849,True,True
random_geometric,topology_aliasing,severe,0.011996176365033341,0.0016121907042985287,0.0016121907042985287,0.010383985660734812,0.010383985660734812,True,True
ring_chord,delayed_damping,medium,0.002542934992904332,0.002542934992904332,0.0034177727070327027,0.0,-0.0008748377141283709,True,True
ring_chord,delayed_damping,mild,0.002099891881415697,0.002099891881415697,0.002099891881415697,0.0,0.0,True,True
ring_chord,delayed_damping,severe,0.004118118510365781,0.0,0.0,0.004118118510365781,0.004118118510365781,True,True
ring_chord,long_horizon_drift,medium,0.0,0.0,0.0,0.0,0.0,True,False
ring_chord,long_horizon_drift,mild,0.006173584015333522,0.0005677964421017603,0.0005677964421017603,0.005605787573231762,0.005605787573231762,True,True
ring_chord,long_horizon_drift,severe,0.0065625769606126455,0.005661464349531756,0.005661464349531756,0.0009011126110808898,0.0009011126110808898,True,True
ring_chord,omitted_edges,medium,0.012089802484783058,0.0022542312109045393,0.004180735720725068,0.009835571273878518,0.00790906676405799,True,True
ring_chord,omitted_edges,mild,0.007368787985195892,0.0019478527686019112,0.0019478527686019112,0.005420935216593981,0.005420935216593981,True,True
ring_chord,omitted_edges,severe,0.04205040205870815,0.011409243825158358,0.011409243825158358,0.030641158233549792,0.030641158233549792,True,True
ring_chord,shifted_rest_lengths,medium,0.004912454256946003,0.004780294451422813,0.019571664352786254,0.00013215980552318957,-0.014659210095840251,True,True
ring_chord,shifted_rest_lengths,mild,0.002873782863177049,0.002873782863177049,0.007474945111054676,0.0,-0.004601162247877627,True,True
ring_chord,shifted_rest_lengths,severe,0.023601634412526662,0.01732873182208817,0.020947194809082054,0.006272902590438494,0.0026544396034446083,True,True
ring_chord,topology_aliasing,medium,0.009929269588175312,0.006337730885206394,0.009725283570561169,0.0035915387029689175,0.00020398601761414253,True,True
ring_chord,topology_aliasing,mild,0.0014733230247461065,0.0009599450702807225,0.0021213559417205888,0.0005133779544653841,-0.0006480329169744822,True,False
ring_chord,topology_aliasing,severe,0.016557003714830557,0.005075092232566809,0.02028501230027891,0.011481911482263747,-0.0037280085854483544,True,True
