graph_family,raw_n64_oracle_regret,raw_n64_hidden_energy,raw_n64_selected_real_utility,stress_rows
chain,0.01666243554241973,0.06846217793312953,-0.17378810054767568,15
clustered,0.014014869073051711,0.05156754645852518,-0.18301774570987067,15
grid,0.005853816456722566,0.024840745515970392,-0.1567571048196856,15
random_geometric,0.01035054365747452,0.04582627824977389,-0.18693551657060375,15
ring_chord,0.009490237783314717,0.05551378257854829,-0.22303292224584215,15
